OBJECTID,the_geom,TRACT,BLOCKGROUP,SQ_Miles,POP,POPDENS,WHITE,P_WHITE,BLACK,P_BLACK,AIAN,P_AIAN,ASIAN,P_ASIAN,NHPI,P_NHPI,OTHER_RACE,MULTI_RACE,HISPANIC,P_HISPANIC,MINORITY,P_MINORITY,MALE,P_MALE,FEMALE,P_FEMALE,AGEUNDER5,P_UNDER5,AGEUNDER18,P_UNDER18,AGE_18UP,P_AGE_18UP,AGE_65UP,P_AGE_65UP,HUS,OCCUPIED,P_OCC,VACANT,P_VACANT,OWNED,P_OWNED,RENTED,P_RENTED,ParCount,ResCount,ComCount,ResUnits,LivArea,BldgArea,HSCount,ResImp,ResLand,ComImp,ComLand,TotalVal,GoodExc,FairAvg,PoorVery,Unsound,CduNA,CentAC,WindowAC,Heated,NoAC,NoHeat,Shape_area,Shape_len
352,"MULTIPOLYGON (((-96.85673099991072 32.74125799932195, -96.85672100043836 32.74094399942639, -96.8566629997123 32.74023599957246, -96.85665900025772 32.74003799998228, -96.85666599996786 32.73983800013195, -96.85666300056121 32.739549999686716, -96.85666300059584 32.739434000209066, -96.85667000049841 32.739299999731266, -96.8566650003642 32.73919099983432, -96.85665599985614 32.73899099947518, -96.85666499973605 32.73867699998947, -96.85665899997413 32.73846299990871, -96.85666500053749 32.73810699952257, -96.8566750005887 32.73765000014764, -96.85668600008624 32.73713899938958, -96.85667399972448 32.73701499987657, -96.85670399997885 32.73560099955815, -96.85674100023228 32.73479499936593, -96.85687599991084 32.73483300018011, -96.85715900049681 32.73489999972136, -96.85732099995586 32.73492000002046, -96.85745399968292 32.734929999608966, -96.85800200035018 32.73495499965704, -96.8585689997221 32.73494500000928, -96.85914500046728 32.73493400003087, -96.85971400048544 32.7349299995447, -96.86028000037986 32.734926999500225, -96.86087199983258 32.734919999704914, -96.86143100030263 32.73492700007452, -96.8624390004341 32.73491499985714, -96.86352700002352 32.73491499964177, -96.86353499989723 32.73534899986755, -96.86355600007539 32.7357669997209, -96.86354000019458 32.73618999970903, -96.86352199984637 32.73664399959298, -96.8635250001635 32.73703799937445, -96.8635279997273 32.73747499934716, -96.86352799981421 32.737855999833286, -96.86352799962026 32.73831499974204, -96.86351499975156 32.73867299950079, -96.86349999984587 32.73917399938463, -96.86350100011444 32.7396709997316, -96.86350199999617 32.740205999985754, -96.86350299970884 32.74074899939652, -96.86350300033297 32.741255999707256, -96.86312999982404 32.74125600000581, -96.86190500054579 32.74126999945815, -96.86121600038962 32.74128400011002, -96.85909800029884 32.741283999484935, -96.8579779997696 32.74126599945097, -96.85687900013556 32.74125899986865, -96.85673099991072 32.74125799932195)))",48113005300,481130053001,0.17399,1494,8587,115,7.7,29,1.94,7,0.47,3,0.2,0,0,0,6,1334,89.29,1379,92.3,732,49,762,51,128,0.57,478,31.99,1016,68.01,96,6.43,455,413,90.77,42,9.23,304,73.61,109,26.39,465,428,8,436,532728,5440,291,22748610,11479430,1403570,2402630,38034240,131,258,43,3,428,216,205,435,7,1,4855479.1865,8835.56855468
353,"MULTIPOLYGON (((-96.86830300048312 32.7344229995101, -96.8688399997253 32.734386000211735, -96.86884900015762 32.734800000083155, -96.86885799979459 32.73526399995636, -96.86884600033292 32.735663999603005, -96.86884800000742 32.73571999932064, -96.86886800049581 32.736240999995815, -96.86887900053469 32.73643999990013, -96.86886199957286 32.736482999738705, -96.86888799956337 32.7366489993388, -96.86889199983429 32.7367249993391, -96.86892200033319 32.737239999914, -96.86893199968361 32.737702999958444, -96.86893900021576 32.73825499956862, -96.86893399971363 32.73850899989579, -96.86889600034496 32.739187999750534, -96.86889599955991 32.739681999344384, -96.86888500023645 32.73981099981966, -96.86889000008296 32.739879999552265, -96.86889000013728 32.739963000091876, -96.86890700040864 32.74003699973996, -96.86896500049454 32.7402149999175, -96.86913699973958 32.7405819997612, -96.86919699975795 32.74067899983712, -96.86932899956416 32.74081699988244, -96.86942799960077 32.74088999988418, -96.86970800005969 32.7410759995834, -96.86968800048551 32.74124099962833, -96.86892199957938 32.74123300008293, -96.86852700039269 32.741255000023756, -96.86792499998033 32.74124799962451, -96.86732299987318 32.74126999951511, -96.86609600020755 32.74126999987328, -96.86550299962244 32.74126999946409, -96.8649429997799 32.74126699942085, -96.86350300033297 32.741255999707256, -96.86350299970884 32.74074899939652, -96.86350199999617 32.740205999985754, -96.86350100011444 32.7396709997316, -96.86349999984587 32.73917399938463, -96.86351499975156 32.73867299950079, -96.86352799962026 32.73831499974204, -96.86352799981421 32.737855999833286, -96.8635279997273 32.73747499934716, -96.8635250001635 32.73703799937445, -96.86352199984637 32.73664399959298, -96.86354000019458 32.73618999970903, -96.86355600007539 32.7357669997209, -96.86353499989723 32.73534899986755, -96.86352700002352 32.73491499964177, -96.86425200017408 32.73490699936457, -96.86468100018216 32.73489899954303, -96.8654600004019 32.73479699963692, -96.86581100047552 32.73476899988266, -96.86616800031156 32.734709999461444, -96.86653600048908 32.73466799958484, -96.86830300048312 32.7344229995101)))",48113005300,481130053002,0.1433,1237,8632,178,14.39,10,0.81,3,0.24,5,0.4,0,0,0,0,1041,84.16,1059,85.61,650,52.55,587,47.45,107,0.7,397,32.09,840,67.91,57,4.61,401,352,87.78,49,12.22,270,76.7,82,23.3,409,387,0,387,478958,0,269,21908250,10586360,677060,197110,33368780,140,206,41,0,387,191,189,387,7,0,3997496.0921,8441.59247786
354,"MULTIPOLYGON (((-96.86807200017996 32.7290139994178, -96.86885100015174 32.72896199973625, -96.86885500024638 32.72943899946154, -96.86885799996861 32.729899999413504, -96.86885800023515 32.73036999998314, -96.86885800051824 32.730839999637226, -96.868850000336 32.7313539993268, -96.86884200005359 32.73180799931704, -96.86883999989445 32.73227600016392, -96.86883800035577 32.73270899999019, -96.86884400055011 32.73275099932641, -96.86883699997337 32.73314500009487, -96.86883500030862 32.7332599999883, -96.8688289999657 32.73358299988537, -96.86883199970615 32.7337209995459, -96.86882500003077 32.73396299974585, -96.86881900012432 32.73415000013469, -96.8688399997253 32.734386000211735, -96.86830300048312 32.7344229995101, -96.86653600048908 32.73466799958484, -96.86616800031156 32.734709999461444, -96.86581100047552 32.73476899988266, -96.8654600004019 32.73479699963692, -96.86468100018216 32.73489899954303, -96.86425200017408 32.73490699936457, -96.86352700002352 32.73491499964177, -96.86353699971116 32.73443199936669, -96.8635460001704 32.73394999968531, -96.8635490005816 32.73344099939862, -96.86355899989425 32.73300599957671, -96.86356599967274 32.732507999498736, -96.86357299988052 32.7320559994436, -96.86357799958567 32.731566000143864, -96.86358300013744 32.73109499991393, -96.86358900017625 32.73060299975619, -96.86359800029183 32.730152999396694, -96.86361800040574 32.729667000073995, -96.8636609996928 32.729225000084305, -96.86412799987099 32.72921399978299, -96.86569000051706 32.72913499966945, -96.8661089997067 32.72912299991827, -96.86692899981354 32.72909000017441, -96.86761000014582 32.729037000045246, -96.86807200017996 32.7290139994178)))",48113005300,481130053003,0.11794,1166,9886,38,3.26,18,1.54,5,0.43,0,0,0,0,0,7,1098,94.17,1128,96.74,592,50.77,574,49.23,115,0.85,430,36.88,736,63.12,59,5.06,295,277,93.9,18,6.1,208,75.09,69,24.91,308,290,0,290,332821,0,189,11139970,5840000,682950,873290,18536210,57,200,32,1,290,157,131,290,2,0,3290763.02072,7291.66325307
355,"MULTIPOLYGON (((-96.85692800001694 32.72969199977404, -96.85692800006542 32.72920700021122, -96.85699600007237 32.72920499952434, -96.85706900018354 32.729215000102045, -96.8587449998915 32.72923899962718, -96.85897500028618 32.729252999802995, -96.85920600009348 32.72925900002948, -96.86042499960682 32.72924600003464, -96.86149700016712 32.729241999497305, -96.8636609996928 32.729225000084305, -96.86361800040574 32.729667000073995, -96.86359800029183 32.730152999396694, -96.86358900017625 32.73060299975619, -96.86358300013744 32.73109499991393, -96.86357799958567 32.731566000143864, -96.86357299988052 32.7320559994436, -96.86356599967274 32.732507999498736, -96.86355899989425 32.73300599957671, -96.8635490005816 32.73344099939862, -96.8635460001704 32.73394999968531, -96.86353699971116 32.73443199936669, -96.86352700002352 32.73491499964177, -96.8624390004341 32.73491499985714, -96.86143100030263 32.73492700007452, -96.86087199983258 32.734919999704914, -96.86028000037986 32.734926999500225, -96.85971400048544 32.7349299995447, -96.85914500046728 32.73493400003087, -96.8585689997221 32.73494500000928, -96.85800200035018 32.73495499965704, -96.85745399968292 32.734929999608966, -96.85732099995586 32.73492000002046, -96.85715900049681 32.73489999972136, -96.85687599991084 32.73483300018011, -96.85674100023228 32.73479499936593, -96.85674900017521 32.73457499982174, -96.85675900042627 32.73446099951568, -96.85677599969596 32.734143999469744, -96.85677800010502 32.733961999944945, -96.8567709997457 32.73362799963635, -96.85678299955096 32.73333099954342, -96.85678600027745 32.733075000212416, -96.8567919999828 32.73300399958086, -96.85685500049021 32.73250900001488, -96.85690900002754 32.73205899940497, -96.85690700009728 32.73157499986421, -96.85691400051526 32.731141999708, -96.85691099956613 32.730162000094445, -96.85692699992204 32.72990299960364, -96.85692800001694 32.72969199977404)))",48113005300,481130053004,0.15312,1696,11076,88,5.19,26,1.53,2,0.12,1,0.06,0,0,0,2,1577,92.98,1608,94.81,867,51.12,829,48.88,166,0.58,601,35.44,1095,64.56,96,5.66,451,423,93.79,28,6.21,295,69.74,128,30.26,446,425,0,425,503284,0,283,15805160,8775000,986310,573560,26140030,75,315,33,1,425,213,211,425,1,0,4272733.52812,8270.56625625
356,"MULTIPOLYGON (((-96.84921099956775 32.73498599992035, -96.84923100047865 32.73409899948524, -96.84923300058036 32.733789000073074, -96.84925000060255 32.73323199948962, -96.84925999954639 32.73155200017101, -96.8492519996944 32.73140300003178, -96.84923200031352 32.73127099968628, -96.84925699955599 32.730111999743656, -96.84928199986466 32.729689000137654, -96.84929700012962 32.72947499957013, -96.8492970005484 32.729265999381575, -96.85254700019509 32.72799799953496, -96.85294700058593 32.72778699936129, -96.8569119996948 32.725428999835636, -96.85690599982767 32.72554299988047, -96.85691999976306 32.725760000187115, -96.85696100046194 32.7264219994953, -96.85697400056132 32.7272569997168, -96.85696100031517 32.72739599971708, -96.85695799993731 32.728070999325226, -96.85693600002483 32.72832700008358, -96.85692099976293 32.729030000070615, -96.85692800006542 32.72920700021122, -96.85692800001694 32.72969199977404, -96.85692699992204 32.72990299960364, -96.85691099956613 32.730162000094445, -96.85691400051526 32.731141999708, -96.85690700009728 32.73157499986421, -96.85690900002754 32.73205899940497, -96.85685500049021 32.73250900001488, -96.8567919999828 32.73300399958086, -96.85678600027745 32.733075000212416, -96.85678299955096 32.73333099954342, -96.8567709997457 32.73362799963635, -96.85677800010502 32.733961999944945, -96.85677599969596 32.734143999469744, -96.85675900042627 32.73446099951568, -96.85674900017521 32.73457499982174, -96.85674100023228 32.73479499936593, -96.85659299987891 32.73475699966811, -96.85642400019617 32.734735000070195, -96.85630400004636 32.734734999593556, -96.85594599964467 32.73470300010836, -96.85571699976005 32.7346680000667, -96.85548800020412 32.73462699998674, -96.85530899958303 32.734605999355466, -96.8550999998276 32.73459399951326, -96.85490100030232 32.73459800019198, -96.85462200058468 32.73462699995424, -96.85427899987477 32.73468599935267, -96.8531830005298 32.734853000135935, -96.85293900060877 32.734877999859506, -96.85220800026316 32.734952000160725, -96.8519740000016 32.73497399998305, -96.85163500047811 32.73499399983819, -96.85150599972935 32.73499900011332, -96.85041599983273 32.735007999685, -96.84921099956775 32.73498599992035)))",48113005300,481130053005,0.22345,1492,6677,232,15.55,30,2.01,7,0.47,4,0.27,0,0,1,11,1207,80.9,1260,84.45,775,51.94,717,48.06,127,0.57,415,27.82,1077,72.18,107,7.17,496,459,92.54,37,7.46,343,74.73,116,25.27,519,479,0,479,606956,0,323,37544750,10890200,1761090,2015010,52211050,224,230,24,1,479,238,237,479,4,0,6231352.16149,10562.5598773
372,"MULTIPOLYGON (((-96.83427499971665 32.70515999960871, -96.83336000057156 32.70512999962613, -96.83313800011032 32.70512999962159, -96.83285999969488 32.70513299984209, -96.83261500026185 32.70513699972247, -96.83209800008987 32.70513199949611, -96.8319139996627 32.70513599970916, -96.83196400003708 32.705077000099514, -96.83199000007973 32.705032999374254, -96.83229999993458 32.70467999949647, -96.83252800046607 32.704433999399036, -96.83287900034888 32.70402699955603, -96.83307100060277 32.70382199977301, -96.83385100009997 32.702936999532646, -96.83439700003652 32.702382999873514, -96.8350130000792 32.70178099991961, -96.83563400025517 32.70120499992947, -96.83619000020208 32.70073099983749, -96.83680600051514 32.70024699995551, -96.83738400057177 32.699857000128745, -96.83828200056801 32.69933599940892, -96.83965400019055 32.698488999839455, -96.84000100053368 32.69827300022409, -96.84015400023148 32.69817799942913, -96.84014700059467 32.69833399949343, -96.84015500024127 32.69890099973771, -96.8401629996679 32.699924999324764, -96.84016600047133 32.7010339994809, -96.84017200001892 32.70252999949888, -96.8401750004587 32.70382299966741, -96.84017700019689 32.70481000009322, -96.84017900027754 32.70578299980102, -96.84017300007814 32.705840000123814, -96.84017199996543 32.705892999537326, -96.8400270000982 32.705892999693745, -96.83911800050569 32.70589100017503, -96.83858600013 32.70589200020296, -96.83799999963527 32.705873999788075, -96.83757900004922 32.70584899936083, -96.83741399986965 32.705834999663175, -96.83695900051876 32.70574799979331, -96.83623899985581 32.7055749998444, -96.83589800029448 32.70550099965792, -96.8351520005359 32.705319999450936, -96.83480299977073 32.705233999758654, -96.83453499991181 32.705188999882054, -96.83427499971665 32.70515999960871)))",48113006001,481130060011,0.14416,1186,8227,17,1.43,156,13.15,0,0,1,0.08,0,0,0,7,1005,84.74,1169,98.57,630,53.12,556,46.88,188,1.34,489,41.23,697,58.77,20,1.69,405,352,86.91,53,13.09,17,4.83,335,95.17,77,24,397,421,300979,276436,14,861800,464450,13004790,2803960,17135000,5,347,69,0,24,412,8,420,1,1,4020436.06579,8990.47704909
357,"MULTIPOLYGON (((-96.81147099992504 32.73278999959607, -96.81147500041274 32.732232999322285, -96.8114660003238 32.73133799972684, -96.81145099989895 32.73043000016331, -96.81143200012058 32.72952599949084, -96.81310900017064 32.729523000075986, -96.81352400030137 32.729514999707305, -96.81431099966098 32.729508999352475, -96.81444600047011 32.729502999838004, -96.81566100000607 32.729491999862105, -96.81676699997989 32.729483999769705, -96.8176740005159 32.7294729994344, -96.81783200002741 32.729460999458766, -96.81790400058696 32.7294580000938, -96.81797799956247 32.72943800015332, -96.8180599996754 32.72940699935398, -96.81817599988959 32.729364999573086, -96.81827699999484 32.72934199974573, -96.81835099985865 32.729333999807146, -96.81890500043055 32.729313999587895, -96.81918300057878 32.7293179996922, -96.8193240001703 32.7293289998752, -96.81946499982709 32.729363000071004, -96.81958699983925 32.729424999836084, -96.82004200002027 32.7296979996068, -96.82031600024521 32.72982499999092, -96.82045899977068 32.72984100005839, -96.82052599956455 32.72957599971023, -96.82058100029863 32.72944399932392, -96.82059099975412 32.72930899978012, -96.8205690002804 32.72922199976436, -96.8205670004769 32.72912300012989, -96.82059500036213 32.728984999583986, -96.82063300011257 32.72888900004325, -96.82069900029842 32.72880699983144, -96.82078800033547 32.72873799964164, -96.82094700023286 32.728662000033296, -96.8211229997653 32.72860599932546, -96.82128599959849 32.72857999961266, -96.82144999958798 32.72856599987164, -96.82158900056298 32.728565999403415, -96.82169099986442 32.728575000040614, -96.82183400033136 32.728586000057305, -96.82207200010842 32.72858799966262, -96.82277799960728 32.72859699944305, -96.82277399992877 32.72839399999224, -96.82280399978055 32.72637599958882, -96.82280699998898 32.725917999378005, -96.82281299994048 32.72514199949642, -96.82281199992337 32.725063999551764, -96.82281799991176 32.72389200007009, -96.82281700052434 32.72327500013084, -96.82460699992704 32.72328600015351, -96.82613499970641 32.72329700011902, -96.82662300042605 32.72330799996929, -96.82630900048076 32.72432299996255, -96.82608100047236 32.72507399969142, -96.8257020001218 32.72642499947986, -96.82554299956242 32.72702100013394, -96.82542799982232 32.72750999938935, -96.82538200009377 32.727693000164464, -96.82531000000864 32.728568999523766, -96.82528399991065 32.72904099965369, -96.82527199972294 32.72945199959938, -96.82520399974969 32.730228999933956, -96.8251159996895 32.730596999753516, -96.82507499994625 32.73077299935789, -96.8249910005356 32.73112899959763, -96.82487300033202 32.73149599963824, -96.82459900031164 32.73221899948424, -96.82453999994486 32.7323789995161, -96.82437100026702 32.73281899934707, -96.82416499962905 32.732795999580226, -96.82377500013688 32.73279200016912, -96.82334199960938 32.73284099956525, -96.82290799978192 32.73293699985976, -96.82270399997404 32.73301499951204, -96.8225059998279 32.73307499969421, -96.82220500043593 32.73320899979156, -96.82195200022493 32.733350999803974, -96.82172999977219 32.73350300004495, -96.81982699956383 32.73503899934439, -96.8196949996107 32.73514899933677, -96.81886099961307 32.73581600003922, -96.8152089995812 32.738821999912204, -96.81460499974261 32.739306000026815, -96.8141680005529 32.739666000098616, -96.81363299979593 32.74012200017952, -96.81247800018348 32.74109299943194, -96.81241099975404 32.74075700019411, -96.81236699970015 32.74023199937221, -96.81235500010241 32.74012499982803, -96.8122819998881 32.73977199966442, -96.81198299987437 32.73911300000416, -96.81177100038587 32.73871900021728, -96.8117210004312 32.73860000011645, -96.81169399977298 32.73849999955219, -96.81167099970143 32.738353999736574, -96.81161799965936 32.73778600015643, -96.81155299961694 32.737304999390076, -96.81145599966258 32.73635799960985, -96.81144500021624 32.736237999527205, -96.81144800048392 32.73564400022, -96.81145200026177 32.73495800017164, -96.81147499974787 32.73315699999706, -96.81147099992504 32.73278999959607)))",48113005400,481130054001,0.454,1848,4070,172,9.31,924,50,3,0.16,10,0.54,0,0,5,15,719,38.91,1676,90.69,915,49.51,933,50.49,151,0.44,509,27.54,1339,72.46,214,11.58,688,631,91.72,57,8.28,432,68.46,199,31.54,662,589,104,693,909840,106086,387,30323320,8651820,3529590,2961970,45466700,224,409,58,1,589,344,328,673,4,3,12660041.6518,19629.4778986
358,"MULTIPOLYGON (((-96.81093300043099 32.71671399959009, -96.81093999978977 32.71491099952135, -96.81210699991249 32.714928000165074, -96.81295200011338 32.71495399952802, -96.81327899974252 32.71494999940714, -96.81457300005711 32.71496199940622, -96.81452699998054 32.71642799974984, -96.81453399980823 32.71674600011624, -96.8145470002746 32.7172980001291, -96.81454699977597 32.71785200014418, -96.81452100052542 32.719087999827735, -96.81449500008954 32.72019799931917, -96.814550999619 32.72030899948448, -96.81454799985408 32.721437999827096, -96.81454100017793 32.722749000162324, -96.81452200009592 32.723794999394414, -96.8145179995953 32.723983999344604, -96.81450599966382 32.72505400008443, -96.8144950004104 32.725885999610206, -96.81448300039547 32.72629499968037, -96.81446499972164 32.72714999998351, -96.81446099998205 32.72765399999626, -96.81444600047011 32.729502999838004, -96.81431099966098 32.729508999352475, -96.81352400030137 32.729514999707305, -96.81310900017064 32.729523000075986, -96.81143200012058 32.72952599949084, -96.81143899965038 32.72864499956475, -96.81143700043285 32.72770099994049, -96.81142100046254 32.727437999741774, -96.81140200054632 32.72733000022331, -96.81135100046055 32.727200999997734, -96.81090499959615 32.72650599970108, -96.8108680001959 32.72642399989838, -96.81084499978064 32.72634499988539, -96.81082799958872 32.72624999995019, -96.81080900028252 32.726057999649065, -96.8107989995588 32.725000999587685, -96.81082599983502 32.723911000081664, -96.81085800053316 32.72273399940245, -96.8108669996028 32.72234400020805, -96.81087300059932 32.721377999770425, -96.81086700047886 32.72027299966543, -96.81086900012929 32.72016899959914, -96.81090199983173 32.71905099963122, -96.8109029999096 32.718476999921485, -96.81092400013375 32.71781899985403, -96.81093300043099 32.71671399959009)))",48113005400,481130054002,0.20689,1226,5926,21,1.71,522,42.58,0,0,0,0,0,0,0,3,680,55.46,1205,98.29,630,51.39,596,48.61,113,0.75,361,29.45,865,70.55,150,12.23,413,357,86.44,56,13.56,223,62.46,134,37.54,465,378,10,388,481069,7223,206,8160370,5357300,1440649,1112779,16071099,44,219,125,0,378,113,241,383,33,5,5772331.98188,12697.6579435
359,"MULTIPOLYGON (((-96.81918300057878 32.7293179996922, -96.81890500043055 32.729313999587895, -96.81835099985865 32.729333999807146, -96.81827699999484 32.72934199974573, -96.81817599988959 32.729364999573086, -96.8180599996754 32.72940699935398, -96.81797799956247 32.72943800015332, -96.81790400058696 32.7294580000938, -96.81783200002741 32.729460999458766, -96.8176740005159 32.7294729994344, -96.81676699997989 32.729483999769705, -96.81566100000607 32.729491999862105, -96.81444600047011 32.729502999838004, -96.81446099998205 32.72765399999626, -96.81446499972164 32.72714999998351, -96.81448300039547 32.72629499968037, -96.8144950004104 32.725885999610206, -96.81450599966382 32.72505400008443, -96.81570399960044 32.72505699973914, -96.8156849998176 32.72628699944685, -96.8168459997925 32.726297999731, -96.81803399989387 32.72632499952236, -96.81805800052707 32.72508800003887, -96.81825900001479 32.725090999890945, -96.8184670001979 32.72509799951335, -96.81874700057762 32.72509799980757, -96.81923100034642 32.72509899996149, -96.81972500042195 32.725101000202166, -96.820418999738 32.72511899980645, -96.82086899984749 32.72510800014562, -96.82160000016658 32.725111999949, -96.82160500039524 32.72635899941014, -96.82235600039398 32.726369000120265, -96.82280399978055 32.72637599958882, -96.82277399992877 32.72839399999224, -96.82277799960728 32.72859699944305, -96.82207200010842 32.72858799966262, -96.82183400033136 32.728586000057305, -96.82169099986442 32.728575000040614, -96.82158900056298 32.728565999403415, -96.82144999958798 32.72856599987164, -96.82128599959849 32.72857999961266, -96.8211229997653 32.72860599932546, -96.82094700023286 32.728662000033296, -96.82078800033547 32.72873799964164, -96.82069900029842 32.72880699983144, -96.82063300011257 32.72888900004325, -96.82059500036213 32.728984999583986, -96.8205670004769 32.72912300012989, -96.8205690002804 32.72922199976436, -96.82059099975412 32.72930899978012, -96.82058100029863 32.72944399932392, -96.82052599956455 32.72957599971023, -96.82045899977068 32.72984100005839, -96.82031600024521 32.72982499999092, -96.82004200002027 32.7296979996068, -96.81958699983925 32.729424999836084, -96.81946499982709 32.729363000071004, -96.8193240001703 32.7293289998752, -96.81918300057878 32.7293179996922)))",48113005400,481130054003,0.12122,824,6798,35,4.25,313,37.99,2,0.24,3,0.36,3,0.36,1,3,464,56.31,789,95.75,413,50.12,411,49.88,85,1.25,257,31.19,567,68.81,95,11.53,274,244,89.05,30,10.95,183,75,61,25,293,258,0,258,337464,0,154,9403180,3860650,15410,55969,13335209,40,158,55,5,258,69,165,256,24,2,3381413.71404,9289.16563666
360,"MULTIPOLYGON (((-96.81803399989387 32.72632499952236, -96.8168459997925 32.726297999731, -96.8156849998176 32.72628699944685, -96.81570399960044 32.72505699973914, -96.81450599966382 32.72505400008443, -96.8145179995953 32.723983999344604, -96.81452200009592 32.723794999394414, -96.81454100017793 32.722749000162324, -96.81454799985408 32.721437999827096, -96.814550999619 32.72030899948448, -96.81449500008954 32.72019799931917, -96.81452100052542 32.719087999827735, -96.81576199977489 32.71910400015836, -96.81694699977446 32.71909900017529, -96.81693699994551 32.71968299988238, -96.81693700023102 32.72021899975064, -96.81811100003497 32.720255999428424, -96.81933900019382 32.72026200009463, -96.82049100011551 32.720271999654194, -96.82168099970244 32.720274999487934, -96.82287800042423 32.72031800013143, -96.82464699968963 32.72035599949622, -96.82597599956674 32.720349999927556, -96.82644599982804 32.72035599960818, -96.82702600001795 32.72036199931851, -96.82746199989586 32.72035999996156, -96.82742999959859 32.720474999355126, -96.82675300039065 32.722782999892765, -96.82670300051161 32.722987000164544, -96.82662300042605 32.72330799996929, -96.82613499970641 32.72329700011902, -96.82460699992704 32.72328600015351, -96.82281700052434 32.72327500013084, -96.82281799991176 32.72389200007009, -96.82281199992337 32.725063999551764, -96.82281299994048 32.72514199949642, -96.82280699998898 32.725917999378005, -96.82280399978055 32.72637599958882, -96.82235600039398 32.726369000120265, -96.82160500039524 32.72635899941014, -96.82160000016658 32.725111999949, -96.82086899984749 32.72510800014562, -96.820418999738 32.72511899980645, -96.81972500042195 32.725101000202166, -96.81923100034642 32.72509899996149, -96.81874700057762 32.72509799980757, -96.8184670001979 32.72509799951335, -96.81825900001479 32.725090999890945, -96.81805800052707 32.72508800003887, -96.81803399989387 32.72632499952236)))",48113005400,481130054004,0.23901,1399,5853,62,4.43,399,28.52,2,0.14,6,0.43,0,0,3,4,923,65.98,1337,95.57,720,51.47,679,48.53,105,0.54,403,28.81,996,71.19,120,8.58,418,384,91.87,34,8.13,265,69.01,119,30.99,506,397,0,397,519578,0,226,11991000,5902100,3225010,1443680,22561790,51,223,116,6,397,139,241,392,17,5,6668034.38174,13867.6307769
361,"MULTIPOLYGON (((-96.78959299955525 32.727410000136146, -96.79034300019764 32.72704299970789, -96.79081999964613 32.72747099970373, -96.79097700059593 32.72762799968701, -96.79112200023282 32.72780399967766, -96.79159400044942 32.7284000000152, -96.79180900002304 32.72869599984467, -96.79206400001472 32.729100999597904, -96.7922209998411 32.729367999821015, -96.79231100054294 32.729580999383664, -96.79241299956722 32.72993399987203, -96.79248599956148 32.730189999990245, -96.79254699997303 32.73038300003046, -96.79261300045856 32.73055299991514, -96.79288000032449 32.73095599983919, -96.7929250002449 32.73102599936569, -96.79322299958878 32.731582999593826, -96.79341700035573 32.73193000019622, -96.79354500031495 32.73217399965312, -96.7935940005806 32.73226899957817, -96.7936460001668 32.732401999522644, -96.79368100024257 32.732494999709814, -96.79363199969036 32.732694000149806, -96.79347700014075 32.73293099940693, -96.79337400055687 32.7330689999597, -96.79329700023715 32.73318199954805, -96.79247899966757 32.73443700018199, -96.79225899991546 32.7347659997962, -96.7917900004936 32.73544700004509, -96.79109200048057 32.73644800013895, -96.79081600033273 32.736842999402405, -96.79079400015479 32.73685899934518, -96.79061800052052 32.73712999978335, -96.79058400007173 32.737190999978495, -96.79052199993025 32.73728500020674, -96.79029000046745 32.73765699987511, -96.78983199962613 32.73847999987616, -96.7895749997358 32.73901899943112, -96.78938799994253 32.739418000168705, -96.78928099955327 32.73965999963176, -96.78925899995622 32.73949099966699, -96.78921799959397 32.73936700000786, -96.78917999990097 32.739318999963274, -96.78911800036461 32.73920000017049, -96.78902199993857 32.73907199998063, -96.78883900041728 32.73886699968863, -96.7886159998038 32.73868899976934, -96.78846300014908 32.738580000042326, -96.7882809997759 32.73846300011181, -96.78797000054254 32.73815999993518, -96.78780099981864 32.737959999993535, -96.78724499991708 32.737168999637746, -96.78669500017413 32.736349999347446, -96.78645400043098 32.73595599956261, -96.7862810006116 32.73562599940326, -96.78608499997299 32.73523899959776, -96.78581799978434 32.73472699943343, -96.7856670001835 32.734324999821055, -96.78548299957036 32.73377199979412, -96.78546499956757 32.73371799966193, -96.78531600047728 32.73303499990951, -96.78529899960482 32.73296000021046, -96.78523399996908 32.73249199938664, -96.78522499976607 32.73238299971518, -96.78519100002659 32.73197699998211, -96.78518600058419 32.73181699956889, -96.78516200015663 32.73104799997181, -96.78519800017091 32.73053899979361, -96.78539200057944 32.72942800000187, -96.78551700036795 32.72934599952264, -96.78653300010038 32.72886900010613, -96.7873820002684 32.72847399977344, -96.78844299966026 32.72792199938613, -96.78959299955525 32.727410000136146)))",48113005500,481130055001,0.26067,307,1178,7,2.28,247,80.46,3,0.98,1,0.33,0,0,1,6,42,13.68,300,97.72,153,49.84,154,50.16,18,1.91,67,21.82,240,78.18,59,19.22,153,123,80.39,30,19.61,65,52.85,58,47.15,313,101,38,139,158328,23220,53,4467990,2335050,5578110,2081720,14462870,70,37,32,0,101,91,32,133,16,6,7267912.25627,11024.2762356
